ID,mass_ratio,fluid_ratio,fm_ratio,calc_ratio
001123.nii.gz,0.7967599775368596,0.14153682146562474,0.17764047574675898,0.06170320099751573
001546.nii.gz,0.915975537988315,0.04599671170378639,0.05021609180175854,0.03802775030789859
001245.nii.gz,0.8900047604396748,0.08055245591235893,0.0905078933202165,0.02944278364796625
001294.nii.gz,0.9338348236178592,0.0403273369094401,0.04318465738213113,0.025837839472700682
002157.nii.gz,0.9308967735948278,0.04887555294336004,0.05250373009095108,0.020227673461812107
000542.nii.gz,0.900555608710841,0.07744700356239305,0.08599913521526963,0.02199738772676601
000501.nii.gz,0.8544031962710171,0.11952917674477816,0.13989785767007293,0.026067626984204704
001179.nii.gz,0.9323876918520398,0.034041506679782944,0.036510034374397315,0.033570801468177154
001799.nii.gz,0.9044648401900138,0.058562718261809324,0.06474847408054715,0.03697244154817688
000638.nii.gz,0.8919523824253324,0.07793312505799746,0.08737363854120479,0.030114492516670126
002333.nii.gz,0.8981826789450374,0.07081443472152227,0.07884190642008097,0.031002886333440234
000200.nii.gz,0.7907488986784141,0.18200760690429788,0.23017117976198115,0.027243494417288038
001239.nii.gz,0.8813167407810751,0.09628633874822276,0.10925281943797881,0.02239692047070212
002703.nii.gz,0.9044155247981935,0.04133004119671304,0.04569806694321751,0.05425443400509347
000438.nii.gz,0.9053486292902776,0.06064889017418736,0.06698954216314586,0.03400248053553499
002630.nii.gz,0.9219166254353541,0.04728891993364184,0.051294139436210646,0.03079445463100401
001080.nii.gz,0.8624487002981577,0.10684778203144357,0.1238888550640811,0.030703517670398698
000004.nii.gz,0.8726149553120072,0.0978383952764185,0.11212092421844405,0.029546649411574394
002642.nii.gz,0.9098810119553896,0.06749552181270656,0.0741806026566645,0.02262346623190379
001982.nii.gz,0.8547822757840069,0.11300685797989214,0.13220542959462064,0.03221086623610094
002361.nii.gz,0.8291192728209417,0.13511987621583188,0.1629679596713616,0.03576085096322643
002035.nii.gz,0.8571796246268101,0.08770008484413883,0.10231237692137256,0.05512029052905113
002082.nii.gz,0.8873332297196705,0.07556871630851786,0.08516385251614188,0.03709805397181163
001838.nii.gz,0.9103153848028889,0.05487284668126878,0.06027894024129937,0.03481176851584237
002514.nii.gz,0.8573875793382622,0.11049094864650665,0.1288693133760864,0.03212147201523115
000032.nii.gz,0.9175018130825789,0.04772476039316224,0.052015984832573636,0.03477342652425885
001185.nii.gz,0.8647854701100713,0.10558111263306,0.12208936930869278,0.029633417256868664
002682.nii.gz,0.9026009781456275,0.04411744587708198,0.048878127705689216,0.05328157597729061
001664.nii.gz,0.902121845362482,0.05987344916777484,0.06636958131051252,0.038004705469743244
000205.nii.gz,0.8510378211118089,0.11856742390588379,0.1393209807655616,0.030394754982307256
000834.nii.gz,0.9031538912827982,0.07598470595375371,0.08413262311899973,0.02086140276344804
000553.nii.gz,0.7837734717793584,0.16889199155571488,0.21548572085795217,0.04733453666492666
000943.nii.gz,0.8264564349339613,0.1417444641976228,0.17150869447697992,0.031799100868415905
002465.nii.gz,0.7615840924239058,0.21027993779160187,0.27610862658953467,0.028135969784492336
000843.nii.gz,0.863414613326049,0.10156086609501777,0.11762699464140945,0.03502452057893322
001725.nii.gz,0.9035266946951143,0.061795741596922985,0.06839393009608345,0.03467756370796279
001549.nii.gz,0.8854159904621518,0.08301759530327475,0.09376112041972823,0.03156641423457343
002330.nii.gz,0.9075304160889817,0.06369853410808032,0.07018886968283694,0.028771049802938015
001877.nii.gz,0.8695613055669045,0.0698462659423678,0.08032356717716643,0.060592428490727726
000959.nii.gz,0.9061993551787969,0.059294129184901866,0.06543166119689292,0.03450651563630123
001990.nii.gz,0.9280668865377741,0.026602894340556515,0.028664845957170917,0.04533021912166938
000589.nii.gz,0.7306945544519756,0.2442284013355109,0.3342414417179876,0.025077044212513524
000739.nii.gz,0.9152918381711017,0.046297020411355284,0.050581703540440254,0.03841114141754301
001722.nii.gz,0.839832226553407,0.13259209410662615,0.15787926435113325,0.02757567933996696
002544.nii.gz,0.9369722623506527,0.03788733693098739,0.0404359215884754,0.025140400718359893
001919.nii.gz,0.8342150052101424,0.13938346648141717,0.16708338451225274,0.02640152830844043
001317.nii.gz,0.9035925753442885,0.06953185638569179,0.07695045121325686,0.026875568270019738
001085.nii.gz,0.823024020181003,0.1437546608726074,0.17466642205775754,0.033221318946389605
001105.nii.gz,0.895270412768578,0.0736559502619347,0.08227229361256051,0.03107363696948735
000699.nii.gz,0.8958962746735059,0.07413213527057519,0.08274633723372873,0.02997159005591894
001648.nii.gz,0.9039936043484237,0.05987986860265466,0.06623926133395003,0.0361265270489217
000767.nii.gz,0.94340324339028,0.024694139073481003,0.02617559272399617,0.03190261753623897
000981.nii.gz,0.9012086120424923,0.07566847886386331,0.08396333307597766,0.0231229090936444
001766.nii.gz,0.8911556575097068,0.08299788436129597,0.09313511468156944,0.02584645812899722
002396.nii.gz,0.9350224531405814,0.03862871757738976,0.04131314435032278,0.026348829282028807
001429.nii.gz,0.8861671118609119,0.0850424106096818,0.0959665614661511,0.02879047752940625
001417.nii.gz,0.9232231608299845,0.05217911916673501,0.056518425209161345,0.02459772000328057
000096.nii.gz,0.9006305229271244,0.0566570401791823,0.06290819457799653,0.04271243689369333
002063.nii.gz,0.8588806476268395,0.1210873442204113,0.14098273672248404,0.02003200815274922
001552.nii.gz,0.8857172416537344,0.076754605865266,0.08665813676829466,0.03752815248099956
001570.nii.gz,0.5841774817263788,0.4008593800511294,0.6861945086731138,0.014963138222491713
002762.nii.gz,0.8538183320541154,0.1086456732455867,0.12724682659858924,0.03753599470029793
000712.nii.gz,0.9366510321127546,0.037660312226685554,0.04020741016185843,0.025688655660559903
002133.nii.gz,0.9126916094022984,0.040889637029212215,0.044801153651439767,0.046418753568489325
000966.nii.gz,0.9167968489074388,0.05168360651852107,0.0563741101205935,0.03151954457404012
002126.nii.gz,0.9422141365978175,0.019397177173991056,0.0205868033821177,0.038388686228191436
000839.nii.gz,0.9385955345677026,0.025885220558765232,0.027578674312239742,0.03551924487353213
000500.nii.gz,0.912073406995806,0.0511343878847232,0.05606389517829494,0.03679220511947088
001344.nii.gz,0.7899928601515799,0.1881394869466244,0.23815340167824445,0.021867652901795716
001721.nii.gz,0.8449932034435886,0.12799093792478478,0.1514697839026221,0.027015858631626644
000736.nii.gz,0.9263384145922932,0.04225426690435427,0.045614287649888216,0.03140731850335253
002494.nii.gz,0.890845687555526,0.08506282371285423,0.09548547509531757,0.02409148873161976
001561.nii.gz,0.9599444066612176,0.0076277055736845715,0.007945986789187608,0.03242788776509786
002648.nii.gz,0.77485890595423,0.20128950239286397,0.25977568412274776,0.02385159165290602
000520.nii.gz,0.8657395736231867,0.10630302106478903,0.12278868184332005,0.027957405312024265
000756.nii.gz,0.9214496808508713,0.04928668767181299,0.0534882030956931,0.02926363147731571
000099.nii.gz,0.9354190601698542,0.013502173864071546,0.014434358288166384,0.051078765966074205
001115.nii.gz,0.822695225917334,0.14267299878329165,0.1734214497528003,0.03463177529937429
000233.nii.gz,0.8441048230586204,0.07783204069168316,0.09220660582136961,0.0780631362496964
000692.nii.gz,0.7586828971857736,0.21196792573881118,0.27938935558594513,0.029349177075415168
000732.nii.gz,0.9053485626273999,0.07142244502070334,0.07888944431902474,0.023228992351896696
002399.nii.gz,0.887660004310747,0.08752585643925868,0.09860290653426594,0.02481413924999437
001241.nii.gz,0.8981165532165585,0.07252640850205026,0.08075389351448946,0.029357038281391266
000465.nii.gz,0.9287260428410372,0.03480373065491442,0.037474700879978985,0.036470226504048374
001647.nii.gz,0.9153818466527888,0.0552556096076707,0.06036345357920296,0.029362543739540545
002304.nii.gz,0.8862036823618606,0.08530954772849503,0.09626404113006254,0.028486769909644275
002503.nii.gz,0.9221264016807954,0.04444172998151451,0.048194835220539016,0.033431868337690046
001881.nii.gz,0.858504900911698,0.11224122187504458,0.13074033911262345,0.02925387721325743
000907.nii.gz,0.9163408650289347,0.056897101267044274,0.06209163362505684,0.02676203370402103
001621.nii.gz,0.8903570152322509,0.08395077375891394,0.09428888897676092,0.025692211008835165
000590.nii.gz,0.8756829853454957,0.09116475151249807,0.10410702621626199,0.03315226314200623
000613.nii.gz,0.892835094512759,0.07288376215790321,0.08163182944514247,0.03428114332933775
001841.nii.gz,0.8759055324989153,0.0998587792791002,0.11400633467196858,0.024235688221984453
002204.nii.gz,0.952579431687337,0.025911970207038493,0.027201899752485437,0.021508598105624457
002627.nii.gz,0.9270593325534064,0.04053659530405597,0.04372599884454614,0.03240407214253759
001024.nii.gz,0.9152306501255688,0.05107913669064748,0.0558101246758284,0.03369021318378368
000814.nii.gz,0.9296040576341483,0.029238506680726795,0.031452645285498314,0.041157435685124914
002327.nii.gz,0.925492075752769,0.04030400419316128,0.043548729642422006,0.03420392005406971
000888.nii.gz,0.9171265306849321,0.060443829066374015,0.0659056597362123,0.02242964024869387
002177.nii.gz,0.8247437696972907,0.09086906432903413,0.11017853989049982,0.08438716597367515
001304.nii.gz,0.9436908792461215,0.02777824236791238,0.02943574318542037,0.028530878385966085
000610.nii.gz,0.8922426140220765,0.08226698215750212,0.0922024804292374,0.02549040382042136
000868.nii.gz,0.8661800637889122,0.10551697410932814,0.12181875168976714,0.02830296210175969
000646.nii.gz,0.8792957138008003,0.07696797951017806,0.08753366848279069,0.043736306689021696
000489.nii.gz,0.8866985535547288,0.07505159990606963,0.08464161761084601,0.03824984653920151
000832.nii.gz,0.923158284209935,0.05154808927253461,0.055838841674535726,0.025293626517530417
001181.nii.gz,0.8677555718945933,0.10672803749633687,0.12299320333180319,0.025516390609069805
002531.nii.gz,0.8854752016581209,0.08542106524983953,0.09646917845907144,0.02910373309203963
001112.nii.gz,0.9359597801361315,0.019506279928128235,0.020840938192120958,0.04453393993574027
001474.nii.gz,0.9117868658201945,0.06378643428995004,0.06995761474648046,0.024426699889855383
002733.nii.gz,0.7435050615599138,0.2110886548887823,0.2839101786959014,0.04540628355130389
000491.nii.gz,0.9267093357201374,0.049854739057348024,0.05379760096903131,0.023435925222514614
001660.nii.gz,0.913048743307661,0.05818880160473671,0.06373022473470445,0.028762455087602327
001413.nii.gz,0.922383856928442,0.05813684066051645,0.06302890084624135,0.01947930241104147
000342.nii.gz,0.9157614120797172,0.03313441499722342,0.036182366455007456,0.051104172923059375
000640.nii.gz,0.8631151360440852,0.10384799800104,0.12031766523873795,0.03303686595487483
001359.nii.gz,0.8938681601666115,0.06770423635199505,0.07574297795703495,0.0384276034813934
001236.nii.gz,0.8950506512301013,0.07827000206739715,0.08744756730786998,0.02667934670250155
000949.nii.gz,0.8801200892683706,0.07695943641786922,0.08744197224476984,0.04292047431376019
002621.nii.gz,0.8918857256378538,0.08290742485360285,0.09295745236230749,0.02520684950854326
000154.nii.gz,0.9023638991720225,0.06151436614844479,0.0681702428531197,0.0361217346795327
000160.nii.gz,0.9217843919433532,0.04318269223518411,0.04684684684684685,0.03503291582146278
001153.nii.gz,0.9422169811320755,0.022665005674563768,0.02405497473345441,0.03511801319336076
000582.nii.gz,0.8957475479459485,0.08082495817636433,0.09023184976805708,0.023427493877687246
000512.nii.gz,0.9275612853600201,0.035445152657535124,0.03821327303864087,0.03699356198244468
001042.nii.gz,0.8877621726924646,0.08250545430068144,0.09293643820219707,0.029732373006854006
000735.nii.gz,0.8883169282753853,0.08110408678151823,0.09130084567787873,0.03057898494309647
002345.nii.gz,0.8672134770252283,0.10197704835468668,0.11759163234466206,0.030809474620085
001592.nii.gz,0.9325105766309048,0.03991304957576607,0.04280171246954551,0.027576373793329126
001492.nii.gz,0.930328738405804,0.04759755908329454,0.05116208617274033,0.022073702510901475
001013.nii.gz,0.9038809876505307,0.06683219611786106,0.07393915463536724,0.029286816231608195
000874.nii.gz,0.8602804928211858,0.09539498168569918,0.11088823061983293,0.044324525493115
000661.nii.gz,0.7580177658472045,0.2211878568178255,0.29179772135104665,0.020794377334969964
001171.nii.gz,0.9398641984328481,0.02701190889331312,0.028740225384000603,0.03312389267383879
000006.nii.gz,0.7391695063749857,0.19435091362406842,0.26293145475819035,0.06647958000094595
002511.nii.gz,0.8855988717160899,0.08967886602358376,0.101263527865394,0.024722262260326335
002341.nii.gz,0.863031697068241,0.11493226245303548,0.1331727013543833,0.022036040478723495
001965.nii.gz,0.8350131370661096,0.13515021949507972,0.16185400384231274,0.029836643438810647
002596.nii.gz,0.8766103519542576,0.09027111293918112,0.10297746625731333,0.03311853510656125
000317.nii.gz,0.8587074891814271,0.08729971020519552,0.10166408387612291,0.05399280061337734
000780.nii.gz,0.8742692259951041,0.09179518589588366,0.10499647381663381,0.03393558810901225
000434.nii.gz,0.9210325417803457,0.04837780192533019,0.05252561633904535,0.03058965629432417
002598.nii.gz,0.9223367439306944,0.049281552382788626,0.053431192790571194,0.028381703686516976
001107.nii.gz,0.7215565781458371,0.2465878595301207,0.3417443163830206,0.031855562324042214
000326.nii.gz,0.9046501026677478,0.048199381169645845,0.05327958403752937,0.04715051616260635
000514.nii.gz,0.8676884462832,0.10017105098896381,0.1154458739401833,0.032140502727836195
002264.nii.gz,0.8900751860575856,0.012136309877902138,0.013635151353513801,0.09778850406451221
001034.nii.gz,0.3974360589378918,0.584583601022889,1.4708871726061554,0.017980340039219143
001148.nii.gz,0.9238965460267203,0.04529473469842575,0.04902576472790035,0.03080871927485389
002551.nii.gz,0.874206713289908,0.09785550856007279,0.1119363499186737,0.027937778150019226
000954.nii.gz,0.887821329287067,0.07807983253773992,0.08794543447209037,0.03409883817519299
001608.nii.gz,0.8244003080985915,0.15288017165492956,0.18544409815607002,0.022719520246478872
001352.nii.gz,0.904935966503936,0.06988407638394126,0.07722543800963767,0.025179957112122668
001349.nii.gz,0.8418858190137283,0.12734191029180633,0.15125793476482088,0.03077227069446534
000679.nii.gz,0.9348467852500757,0.0407047344337019,0.04354161032153863,0.024448480316222425
002101.nii.gz,0.9043365629780724,0.0657766445690974,0.07273469553468923,0.02988679245283019
001302.nii.gz,0.9142227928780544,0.05307300175014518,0.05805259086033795,0.03270420537180036
002269.nii.gz,0.9433699673683243,0.011527369243496646,0.012219351518740856,0.04510266338817906
000880.nii.gz,0.8985843061700379,0.06818022743933662,0.0758751593714513,0.033235466390625405
000305.nii.gz,0.8143735534563081,0.11131507584110618,0.13668797982040354,0.07431137070258564
002308.nii.gz,0.8777862517872494,0.09760391064586608,0.11119325513145827,0.024609837566884448
001370.nii.gz,0.9170844133416398,0.058405988437589776,0.0636866002604625,0.024509598220770375
002180.nii.gz,0.9311760118970428,0.04713175840110752,0.05061530559092488,0.021692229701849735
001920.nii.gz,0.8804789427987446,0.08746004459149281,0.09933235235982694,0.03206101260976256
001160.nii.gz,0.8664672343298698,0.09935106343073634,0.1146622278308942,0.034181702239393826
002267.nii.gz,0.9341050688995143,0.017861255366688783,0.01912124873461124,0.048033675733796986
000987.nii.gz,0.9356434955726742,0.03543051549911374,0.03786753786753787,0.02892598892821202
000893.nii.gz,0.8858153485638673,0.08276382076709554,0.09343236251356088,0.03142083066903712
001530.nii.gz,0.9013757375516055,0.07289993908854311,0.0808763050207677,0.02572432335985135
002679.nii.gz,0.9267476154272765,0.02394856595083575,0.025841518825807038,0.04930381862188775
002573.nii.gz,0.823356830107083,0.1469931881430875,0.17852914164077566,0.029649981749829434
001472.nii.gz,0.8822825768206752,0.09193629355463476,0.10420277581127037,0.025781129624689977
001898.nii.gz,0.8445078187220121,0.12102367474370775,0.143306754609865,0.03446850653428013
001545.nii.gz,0.9031621295024506,0.017743351872283892,0.019645810306571043,0.07909451862526551
000827.nii.gz,0.9007073065675228,0.06834123007866519,0.07587507015914485,0.030951463353811975
002132.nii.gz,0.9347235085519898,0.02337403026386683,0.025006357548529288,0.04190246118414334
002712.nii.gz,0.9175240301429562,0.04977948995893188,0.054254153922460115,0.03269647989811188
002439.nii.gz,0.8450939579607751,0.13002257336343115,0.15385576022478925,0.024883468675793732
001728.nii.gz,0.921929455876342,0.04989738012395268,0.05412277458530991,0.028173163999705354
000380.nii.gz,0.9254303655685402,0.033311005438041934,0.03599515066439088,0.04125862899341788
000601.nii.gz,0.893031546306941,0.07726788520561527,0.08652313070590875,0.029700568487443704
000763.nii.gz,0.9181467148933122,0.05873145945991494,0.06396740140462134,0.023121825646772825
000603.nii.gz,0.9570027187942912,0.013576809156658902,0.01418680311981146,0.02942047204904985
001755.nii.gz,0.847170110553692,0.11756593171648308,0.13877488151658768,0.035263957729825005
001100.nii.gz,0.7484152103392921,0.22415556277102255,0.29950695773460057,0.027429226889685288
002748.nii.gz,0.7120458555511147,0.24693760174687815,0.3468001390946254,0.04101654270200716
001157.nii.gz,0.9467062147360746,0.029271647182614314,0.03091946237067298,0.02402213808131105
001336.nii.gz,0.8648611059979465,0.10286664457779578,0.1189400747292248,0.032272249424257674
002492.nii.gz,0.9330078444667866,0.03910834950548294,0.041916420893367015,0.027883806027730367
000418.nii.gz,0.905808303152217,0.044636263027042135,0.04927782497875956,0.049555433820740805
000729.nii.gz,0.7546018679503405,0.21563432644580854,0.2857590679327595,0.029763805603851022
000356.nii.gz,0.889995236821081,0.04445317377632795,0.04994765357970622,0.06555158940259109
000927.nii.gz,0.8740099690508728,0.0962854845078634,0.11016520167661724,0.02970454644126385
002736.nii.gz,0.7787191111786508,0.17020827529147567,0.21857467326550192,0.05107261352987361
001820.nii.gz,0.8834146601132069,0.08391859041467786,0.09499343196763788,0.032666749472115265
001084.nii.gz,0.9445048737184121,0.03298970519091362,0.034928041250900876,0.02250542109067432
002381.nii.gz,0.8614496283850709,0.11520613072921634,0.13373519116281843,0.023344240885712818
001079.nii.gz,0.9213520225406712,0.0499875725543518,0.05425458601209637,0.028660404904977035
000779.nii.gz,0.8844425882049861,0.08380205548160957,0.09475126661606087,0.03175535631340435
001900.nii.gz,0.8502083737830416,0.12350047152802818,0.14525906276188166,0.026291154688930188
000975.nii.gz,0.8940040187015798,0.07182174593166461,0.08033716228253203,0.03417423536675561
001117.nii.gz,0.9152028185924189,0.052814661826081986,0.05770815031722792,0.03198251958149906
002678.nii.gz,0.9095025661354021,0.038014878761375624,0.041797439805921516,0.052482555103222195
001632.nii.gz,0.88389107197078,0.08900990033178412,0.10070234122098548,0.027099027697435933
001078.nii.gz,0.8165072352533743,0.1456993038265619,0.1784421466655458,0.03779346092006381
002234.nii.gz,0.9249770877995521,0.05187481570621379,0.056082270999403785,0.023148096494234095
001126.nii.gz,0.9438955511960512,0.02661451082141501,0.02819645752932155,0.029489937982533857
000136.nii.gz,0.9570546122344761,0.007575593899456922,0.007915529377962936,0.03536979386606696
002259.nii.gz,0.9169101156274843,0.05776849942800266,0.06300344869515262,0.025321384944513026
001776.nii.gz,0.9102906296488739,0.057756243068374256,0.06344813533964702,0.03195312728275189
000258.nii.gz,0.9130062370870278,0.04061716720963219,0.04448728339383793,0.046376595703340046
001427.nii.gz,0.8793917389577155,0.09880731317498591,0.11235870067655587,0.021800947867298578
001385.nii.gz,0.8956970102874068,0.07291662333448423,0.08140768864583696,0.031386366378108994
001396.nii.gz,0.8463302303112596,0.12469644349279298,0.1473378109711769,0.028973326195947356
000937.nii.gz,0.8847690925426774,0.08462533692722372,0.095646805070942,0.03060557053009883
001425.nii.gz,0.8740953817436105,0.09717509891144474,0.11117219120595712,0.028729519344944807
000694.nii.gz,0.7555149052322286,0.21537032376345605,0.2850642949224886,0.029114771004315344
001150.nii.gz,0.8230253035665425,0.0761932957435642,0.09257709989399361,0.10078140068989337
001631.nii.gz,0.894421846626127,0.08204756984030151,0.09173251989516511,0.023530583533571545
002013.nii.gz,0.7622042974556981,0.21056950658774592,0.276263866906346,0.027226195956555996
000988.nii.gz,0.8346438079589535,0.1290723854771768,0.15464367463866022,0.036283806563869654
002578.nii.gz,0.8141004739884579,0.16225953237207852,0.1993114333629279,0.023639993639463595
000163.nii.gz,0.8761598222732022,0.06898779446713274,0.07873882448540435,0.05485238325966505
001174.nii.gz,0.8380788703609086,0.09720655859538298,0.11598736352047885,0.06471457104370848
002744.nii.gz,0.6753149342838138,0.26876413944244854,0.39798340862619713,0.055920926273737584
001031.nii.gz,0.9273376423999559,0.045951786740566374,0.049552379456572954,0.026710570859477718
001247.nii.gz,0.8415051828064201,0.12291603270897943,0.1460668754279735,0.035578784484600494
000490.nii.gz,0.9253649812551913,0.047841042026784,0.05169964608115066,0.0267939767180247
001527.nii.gz,0.91930748764104,0.039103174733522754,0.04253546855564315,0.04158933762543728
001778.nii.gz,0.8755559440379661,0.09627793859806981,0.10996206382204057,0.02816611736396403
002412.nii.gz,0.7623255174310665,0.20529922757798713,0.2693065139283513,0.03237525499094639
001564.nii.gz,0.8912105636389177,0.07960809468280819,0.08932579788749245,0.0291813416782741
001469.nii.gz,0.9513161285115128,0.02715766533486072,0.02854746652656174,0.021526206153626454
001047.nii.gz,0.9203463030418105,0.052869841555365685,0.057445595620504004,0.02678385540282379
001680.nii.gz,0.9308656803333879,0.035969235401456835,0.038640628998777266,0.033165084265155235
002254.nii.gz,0.9152469044042767,0.046680762600366965,0.051003464066071785,0.03807233299535633
002549.nii.gz,0.8995042424561496,0.07704335465529495,0.08565090748757728,0.02345240288855546
001809.nii.gz,0.687024151340352,0.28617915621200757,0.41654890247116555,0.02679669244764048
000762.nii.gz,0.8717275910424391,0.10362234056281562,0.11887009385455012,0.02465006839474522
001282.nii.gz,0.8833161000974422,0.09492534392007182,0.10746475005901084,0.021758555982485925
001341.nii.gz,0.9238776600691905,0.039754459360142685,0.043030003947887877,0.03636788057066679
001378.nii.gz,0.909529459099772,0.04782370964913186,0.05258071541351337,0.04264683125109614
002536.nii.gz,0.8489523216159496,0.12120114113326338,0.14276554530478397,0.029846537250786988
001861.nii.gz,0.8799595959595959,0.09169329660238751,0.10420171224156714,0.02834710743801653
000556.nii.gz,0.906711781174674,0.053845462847903224,0.05938542320266834,0.039442755977422785
001216.nii.gz,0.9271333099296589,0.04700562988389177,0.050699968796782915,0.02586106018644927
001827.nii.gz,0.9190492068784833,0.05557498758089431,0.060470089267203334,0.025375805540622385
000785.nii.gz,0.9000198125311374,0.061226491854741445,0.0680279378323388,0.03875369561412114
000519.nii.gz,0.8548816480667113,0.1138158390552214,0.13313636959292838,0.03130251287806726
001763.nii.gz,0.850849818891056,0.12018145723042631,0.14124873104758162,0.028968723878517694
000513.nii.gz,0.8729382782188022,0.1018036007078037,0.11662176266978476,0.02525812107339405
001798.nii.gz,0.8836654312913306,0.08419882275997384,0.09528359917500814,0.03213574594869559
000791.nii.gz,0.8984954424749502,0.06892321292464683,0.07670958545409472,0.032581344600403024
002637.nii.gz,0.6795808110395105,0.2832584781618174,0.4168135320485805,0.037160710798672135
002323.nii.gz,0.9163724202985379,0.06044850794783872,0.065965001356267,0.023179071753623375
000274.nii.gz,0.9214814374732936,0.04674507402388781,0.050728177609375424,0.031773488502818595
002411.nii.gz,0.9144222028427355,0.0623728221181555,0.06821009149193037,0.023204975039109038
000335.nii.gz,0.8602052686405638,0.07298872018598777,0.08485035240639298,0.06680601117344846
000047.nii.gz,0.9242218257381104,0.03012804418779814,0.03259828252133844,0.04565013007409149
001737.nii.gz,0.8937451740388968,0.0721203038406092,0.08069448197934599,0.034134522120494025
000454.nii.gz,0.9243202771742322,0.03019848493745963,0.032671018567049445,0.04548123788830818
000634.nii.gz,0.8853954860870968,0.0747170159301012,0.08438829551786449,0.039887497982801945
002326.nii.gz,0.8845251708813057,0.09310269771551836,0.10525726206610325,0.022372131403175923
000320.nii.gz,0.9527707252244121,0.015162456260298754,0.01591406605899593,0.03206681851528921
001849.nii.gz,0.8542084337670885,0.10946819770699731,0.1281516236315284,0.03632336852591413
